Stack,Parent tags,Child tags,Time tag,Type tag,Difficulty Level,Question Description,Solution,Testing - Is the question correct in terms of spelling and grammar? ,Testing - Unambiguous Statement?,Testing - Is solution provided is correct?,"Is the question tagging (topic, time, difficulty level) correct? ",Sign-off Given by? ,Approved by Internal tester,"Comments, if any (By Tester) ",Migrated onto Levelup?,Updated after review,Reviewed by Instructor/PI?,Reason for rejection,Updated after review
Node,Node Intermediate,socket.io,10 min,Application,High,"How can you use Socket.IO to create a chat application?
You can use the below html code


<!DOCTYPE html>
<html>
  <head>
    <title>Socket.IO Chat Example</title>
  </head>
  <body>
    <ul id=""messages""></ul>
    <form id=""message-form"">
      <input id=""message-input"" autocomplete=""off"" />
      <button>Send</button>
    </form>
    <script src=""/socket.io/socket.io.js""></script>
    <script src=""chat.js""></script>
  </body>
</html>","Here's a simple example of how to use Socket.IO to create a chat application:

Set up a Socket.IO server using Node.js and the socket.io package:


const http = require('http');
const server = http.createServer();
const io = require('socket.io')(server);

io.on('connection', (socket) => {
  console.log('a user connected');
  socket.on('chat message', (msg) => {
    console.log('message: ' + msg);
    io.emit('chat message', msg);
  });
  socket.on('disconnect', () => {
    console.log('user disconnected');
  });
});

server.listen(3000, () => {
  console.log('listening on *:3000');
});
In this example, we're creating a new HTTP server and initializing a new instance of Socket.IO. We're listening for the connection event, which is emitted by the server when a new client connects. When a client connects, we log a message to the console and listen for incoming chat message events. When we receive a chat message event, we log the message to the console and emit the same message to all connected clients using the io.emit() method. We're also listening for the disconnect event, which is emitted by the server when a client disconnects.


In this example, we're including the Socket.IO client library using the /socket.io/socket.io.js URL. We're also including a chat.js script, which is where we'll write our client-side code.

Write the client-side code in chat.js:


const socket = io();
const form = document.getElementById('message-form');
const input = document.getElementById('message-input');
const messages = document.getElementById('messages');

form.addEventListener('submit', (event) => {
  event.preventDefault();
  const message = input.value;
  socket.emit('chat message', message);
  input.value = '';
});

socket.on('chat message', (msg) => {
  const li = document.createElement('li');
  li.textContent = msg;
  messages.appendChild(li);
});
In this example, we're initializing a new instance of the Socket.IO client and setting up event listeners for the message form and the chat message event. When the user submits a new message, we emit a chat message event to the server with the message contents. We also clear the input field after the message has been sent. When we receive a chat message event from the server, we create a new list item element and add the message contents to it, then append the list item to the messages element on the page.

That's it! With these steps, you can create a basic chat application using Socket.IO. Of course, you'll need to add more features and functionality to make it a fully-featured chat application, but this should give you a good starting point.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,socket.io,3 min,Knowledge,Medium,How can you handle disconnections on the server in Socket.IO?,"In Socket.IO, you can handle disconnections on the server by listening to the disconnect event. When a client disconnects from the server, the disconnect event is emitted. To handle this event and perform any necessary cleanup or logging operations, you can add a listener for disconnect on the server-side code.

Here is an example code snippet that shows how to handle disconnections on the server in Socket.IO:

const io = require('socket.io')(server);

io.on('connection', (socket) => {
  console.log(`Client connected with ID ${socket.id}`);

  socket.on('disconnect', () => {
    console.log(`Client disconnected with ID ${socket.id}`);
    // perform any necessary cleanup or logging operations
  });
});
In the above example, a listener is added for the disconnect event inside the connection event handler. When a client disconnects, the disconnect event is emitted and the listener logs a message with the ID of the disconnected client. You can replace the logging operation with any custom logic required for your application.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Rejected,Medium difficulty ,Yes
Node,Node Intermediate,socket.io,3 min,Knowledge,Medium,How can you handle disconnections on the client in Socket.IO?,"In Socket.IO, you can handle disconnections on the client by listening to the disconnect event. When the client loses its connection to the server, the disconnect event is emitted on the client-side code.

Here is an example code snippet that shows how to handle disconnections on the client in Socket.IO:


const socket = io('http://localhost:3000');

socket.on('connect', () => {
  console.log('Connected to server');
});

socket.on('disconnect', () => {
  console.log('Disconnected from server');
  // perform any necessary cleanup or logging operations
});
In the above example, a listener is added for the disconnect event on the socket object. When the client loses its connection to the server, the disconnect event is emitted and the listener logs a message. You can replace the logging operation with any custom logic required for your application.

It's important to note that Socket.IO automatically attempts to reconnect to the server when the connection is lost. You can configure the reconnection behavior using the options provided by Socket.IO.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,socket.io,5 min,Knowledge,Low,How can you set up a Socket.IO client in a web browser?,"To set up a Socket.IO client in a web browser, you need to include the Socket.IO client library in your HTML file. You can do this by adding the following script tag to the head section of your HTML file:


<script src=""/socket.io/socket.io.js""></script>
Make sure to adjust the src attribute to match the location of the Socket.IO client library on your server.

Once the Socket.IO client library is included in your HTML file, you can create a new io object to connect to the server using the io() function. Here is an example code snippet that shows how to set up a Socket.IO client in a web browser:


<!DOCTYPE html>
<html>
  <head>
    <title>Socket.IO Client</title>
    <script src=""/socket.io/socket.io.js""></script>
  </head>
  <body>
    <h1>Socket.IO Client</h1>
    <script>
      const socket = io('http://localhost:3000');

      socket.on('connect', () => {
        console.log('Connected to server');
      });

      socket.on('message', (data) => {
        console.log(`Received message: ${data}`);
      });

      socket.emit('message', 'Hello from client');
    </script>
  </body>
</html>
In the above example, a new io object is created with the URL of the server. Listeners are added for the connect and message events, and an event is emitted with the emit function. You can replace the event names and event data with your own custom events and data.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,socket.io,3 min,Implementation,Medium,How can you limit the number of clients that can connect to a Socket.IO server?,"To limit the number of clients that can connect to a Socket.IO server, you can use the server.engine.clientsCount property to keep track of the number of clients currently connected, and then reject connections when the maximum number of clients has been reached. Here's an example of how you can limit the number of clients that can connect to a Socket.IO server:


const io = require('socket.io')(server);
const MAX_CLIENTS = 10;
let connectedClients = 0;

io.on('connection', (socket) => {
  if (connectedClients >= MAX_CLIENTS) {
    console.log('Max number of clients reached, rejecting connection');
    socket.disconnect();
    return;
  }
  connectedClients++;
  console.log(`New client connected: ${socket.id}`);
  
  // Handle events for the client
  
  socket.on('disconnect', () => {
    connectedClients--;
    console.log(`Client disconnected: ${socket.id}`);
  });
});
In the above code snippet, we're using a connectedClients variable to keep track of the number of clients currently connected. When a new client connects, we check if the number of connected clients has reached the MAX_CLIENTS limit. If the limit has been reached, we disconnect the client immediately and log a message to the console. If the limit has not been reached, we increment the connectedClients variable and log a message to the console indicating that a new client has connected.

Note that this implementation is very simple and does not take into account cases where clients may be disconnected unexpectedly (e.g. due to network issues). You may want to implement additional logic to handle these cases more gracefully, such as automatically reconnecting clients that have been disconnected due to network issues.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,socket.io,5 min,Implementation,Medium,How can you limit the number of messages that can be sent to a client from the server in Socket.IO? You can use express-rate-limit library.,"To limit the number of messages that can be sent to a client from the server in Socket.IO, you can use a rate-limiting technique. There are several libraries available for Node.js that provide rate-limiting functionality, such as express-rate-limit and limiter.

Here's an example of how you can use the express-rate-limit library to limit the number of messages that can be sent to a client from the server:


const express = require('express');
const rateLimit = require('express-rate-limit');
const app = express();
const server = require('http').Server(app);
const io = require('socket.io')(server);

// Create a rate limiter that allows a maximum of 10 messages per minute
const limiter = rateLimit({
  windowMs: 60 * 1000, // 1 minute
  max: 10, // limit each IP to 10 requests per minute
});

// Apply the rate limiter to the endpoint that sends messages to clients
app.post('/send-message', limiter, (req, res) => {
  // Send the message to the client
});

io.on('connection', (socket) => {
  console.log(`New client connected: ${socket.id}`);

  // Handle events for the client

  socket.on('disconnect', () => {
    console.log(`Client disconnected: ${socket.id}`);
  });
});

server.listen(3000, () => {
  console.log('Server listening on port 3000');
});
In the above code snippet, we're creating a rate limiter that allows a maximum of 10 messages per minute. We're then applying the rate limiter to the endpoint that sends messages to clients. This ensures that clients can only receive a maximum of 10 messages per minute from the server.

Note that this implementation is very simple and only limits the number of messages sent to clients by a single endpoint. If you have multiple endpoints that can send messages to clients, you'll need to apply the rate limiter to each endpoint individually. Additionally, this implementation limits the number of messages per minute for all clients, regardless of their individual connection status or behavior. You may want to implement more advanced rate-limiting techniques that take into account individual client behavior to better protect your server from abuse.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Rejected,type tag implementation,Yes
Node,Node Intermediate,setTimeout,1 min,Knowledge,Low,How can you cancel a setTimeout() function?,"You can cancel a setTimeout() function by calling the clearTimeout() function and passing it the identifier returned by the original setTimeout() call.

Here's an example of how to cancel a setTimeout() function:

function myFunction() {
  console.log(""Hello world!"");
}

// Call myFunction() after 3 seconds
const timeoutId = setTimeout(myFunction, 3000);

// Cancel the setTimeout() function
clearTimeout(timeoutId);",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setTimeout,1 min,Knowledge,Low,What is setTimeout() in JavaScript?,"setTimeout() is a built-in function in JavaScript that allows you to schedule a function to be executed after a specified amount of time has elapsed. It takes two parameters: the first parameter is the function that you want to execute, and the second parameter is the number of milliseconds that you want to wait before the function is executed.

Here's an example of how to use setTimeout():

function myFunction() {
  console.log(""Hello world!"");
}

// Call myFunction() after 3 seconds
setTimeout(myFunction, 3000);",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setTimeout,1 min,Implementation,Low,"Can you pass arguments to a function in setTimeout()? If yes, use code to explain.","Yes, you can pass arguments to a function in setTimeout() by specifying them after the delay time parameter.

Here's an example of how to pass arguments to a function in setTimeout():

function myFunction(arg1, arg2) {
  console.log(arg1 + arg2);
}

// Call myFunction() after 3 seconds and pass two arguments
setTimeout(myFunction, 3000, ""Hello, "", ""world!"");",Yes,Yes,Yes,Yes,Huzaifa,Yes,"Please reframe the question, by adding student to explain by an example",,Yes,Approved,,
Node,Node Intermediate,setTimeout,1 min,Knowledge,Low,How does setTimeout() differ from setInterval()?,"setTimeout() and setInterval() are both built-in functions in JavaScript that allow you to execute a function after a certain amount of time has passed. The main difference between the two is how they handle the execution of the function.

setTimeout() will execute the function once after the specified delay time has passed, while setInterval() will execute the function repeatedly at a specified interval until it is stopped.

Here's an example of how setInterval() works:

function myFunction() {
  console.log(""Hello world!"");
}

// Call myFunction() every 3 seconds
const intervalId = setInterval(myFunction, 3000);
In this example, myFunction() will be called every 3 seconds until clearInterval() is called to stop the interval. If you want to stop the interval, you can call clearInterval() and pass it the identifier returned by setInterval().

Here's an example of how to stop the interval:


// Stop the interval after 10 seconds
setTimeout(function() {
  clearInterval(intervalId);
}, 10000);
In this example, we use setTimeout() to wait 10 seconds before calling clearInterval() and passing it intervalId to stop the interval.

In summary, setTimeout() executes the function once after a specified delay time, while setInterval() repeatedly executes the function at a specified interval until it is stopped.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,1 min time,Yes
Node,Node Intermediate,setTimeout,3 min,Implementation,Low,How do you create a loop with delay using setTimeout()?,"You can create a loop using setTimeout() by calling a function recursively with setTimeout(). In each iteration of the loop, the function will schedule the next iteration by calling setTimeout() with a delay time.

Here's an example of how to create a loop using setTimeout():

let count = 0;

function loop() {
  console.log(""Count:"", count);
  count++;

  if (count <= 10) {
    setTimeout(loop, 1000);
  }
}

// Call loop() to start the loop
loop();",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setTimeout,1 min,Knowledge,Low,What happens if the delay time in setTimeout() is set to 0?,"If the delay time in setTimeout() is set to 0, the function specified as the first argument will be added to the event loop and executed as soon as possible, but not immediately.

This means that the function will not execute synchronously in the current thread of execution, but instead will be scheduled to run in the next event loop iteration. The event loop is a mechanism used by the JavaScript engine to handle asynchronous events, such as user input or timer events, in a non-blocking way.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setTimeout,3 min,Implementation,Medium,How can you create a countdown timer using setTimeout()?,"// Set the timer duration (in seconds)
var duration = 60;

// Get the timer display element
var timerDisplay = document.getElementById(""timer"");

// Function to update the timer display and decrease the remaining time
function updateTimer() {
  // Convert remaining time to minutes and seconds
  var minutes = Math.floor(duration / 60);
  var seconds = duration % 60;
  
  // Display the remaining time
  timerDisplay.innerHTML = minutes + "":"" + (seconds < 10 ? ""0"" : """") + seconds;
  
  // Decrease the remaining time by 1 second
  duration--;
  
  // If the timer has not yet reached 0, schedule the next update with setTimeout()
  if (duration >= 0) {
    setTimeout(updateTimer, 1000);
  }
}

// Call the updateTimer function to start the countdown
updateTimer();
",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setInterval,3 min,Implementation,Medium,How do you create a setInterval() function that runs only once?,"function runOnce() {
  console.log('This function runs only once.');
}

let intervalId = setInterval(() => {
  runOnce();
  clearInterval(intervalId);
}, 1000);
",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setInterval,1 min,Knowledge,Medium,What happens if you set the delay parameter of setInterval() to 0?,"If you set the delay parameter of setInterval() to 0, the function will be executed immediately, as soon as the browser can handle it.

However, setting a delay of 0 milliseconds does not guarantee that the function will execute immediately. It depends on the browser's event loop and the current tasks in the queue. If the browser is busy with other tasks or has a large backlog of tasks in the queue, the function may be delayed or deferred.

It's important to note that setting a delay of 0 milliseconds does not mean that the function will execute synchronously. The function will still be executed asynchronously, but as soon as possible after being added to the event loop.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setInterval,5 min,Application,Low, Create a countdown timer using setInterval()  ,"function countdownTimer(duration, display) {
  let timer = duration, minutes, seconds;
  setInterval(() => {
    minutes = parseInt(timer / 60, 10);
    seconds = parseInt(timer % 60, 10);

    minutes = minutes < 10 ? '0' + minutes : minutes;
    seconds = seconds < 10 ? '0' + seconds : seconds;

    display.textContent = minutes + ':' + seconds;

    if (--timer < 0) {
      timer = duration;
    }
  }, 1000);
}

// Example usage
const countdownDisplay = document.querySelector('#countdown');
const countdownDuration = 60 * 5; // 5 minutes
countdownTimer(countdownDuration, countdownDisplay);
",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setInterval,5 min,Implementation,Medium,How do you change the delay time of a setInterval() function while it's running?,"let intervalId;
let delayTime = 1000; // initial delay time of 1 second

function doSomething() {
  console.log('This function runs every ' + delayTime + ' milliseconds.');
}

// Start the interval
intervalId = setInterval(doSomething, delayTime);

// Change the delay time after 5 seconds
setTimeout(() => {
  clearInterval(intervalId);
  delayTime = 500; // new delay time of 0.5 seconds
  intervalId = setInterval(doSomething, delayTime);
}, 5000);

In this example, the setInterval() function is used to repeatedly execute the doSomething() function every delayTime milliseconds. The initial delay time is set to 1000 milliseconds (1 second).

After 5 seconds, the clearInterval() function is called to stop the existing interval. Then, the delayTime variable is updated to 500 milliseconds (0.5 seconds), and a new interval is started with the new delay time using setInterval().

By stopping the existing interval with clearInterval() and starting a new one with setInterval(), you can change the delay time of the interval while it's running.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,type should be implementation ,Yes
Node,Node Intermediate,setInterval,5 min,Implementation,Medium,"Create a setInterval() function that automatically saves user input every 5 minutes. The input tag has an id = ""user-input""","const inputField = document.getElementById('user-input');

function saveUserInput() {
  const userInput = inputField.value;
  localStorage.setItem('user-input', userInput);
}

inputField.addEventListener('input', () => {
  // Save user input whenever it changes
  saveUserInput();
});

// Save user input automatically every 5 minutes
setInterval(() => {
  saveUserInput();
}, 300000);

In this example, the setInterval() function is used to repeatedly call a function that saves user input to local storage. The interval time is set to 300,000 milliseconds (5 minutes) using the second parameter of setInterval().",Yes,Yes,Yes,Yes,Huzaifa,Yes,Please remove copy code and other unnecessary things from the solution,,Yes,Approved,,
Node,Node Intermediate,Oauth,3 min,Knowledge,Low,What is OAuth and how does it work?,"OAuth (Open Authorization) is an open standard protocol that allows third-party applications to access the resources of a user on a different web service, without sharing their password. It provides a secure and reliable way of granting authorization to third-party applications to access user data from other services, without the need for the user to share their login credentials with the third-party application.

Here's how OAuth works:

The user initiates an authentication request to the web service via the third-party application.

The third-party application redirects the user to the web service's authentication server, which prompts the user to enter their login credentials.

The user enters their login credentials on the authentication server, which authenticates the user and generates an access token.

The access token is returned to the third-party application's server.

The third-party application's server can now use the access token to make authorized requests on behalf of the user to the web service's API.

The web service's API validates the access token and processes the request. If the token is valid, the API returns the requested data to the third-party application's server.

The third-party application's server can now use the data to provide services to the user.

OAuth uses a token-based system to authorize access to resources. Access tokens are short-lived and can be refreshed or revoked at any time, which provides an extra layer of security.

OAuth is widely used by popular web services, such as Google, Facebook, Twitter, and GitHub, to allow third-party applications to access user data.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,Make time limit to 3 min ,Yes
Node,Node Intermediate,Oauth,3 min,Knowledge,Medium,What are the advantages of using OAuth for user authentication and authorization?,"There are several advantages to using OAuth for user authentication and authorization:

Increased Security: OAuth allows users to grant access to their data without having to provide their username and password to third-party applications, reducing the risk of password theft or misuse.

User Control: OAuth provides users with the ability to grant and revoke access to their data at any time. This gives users more control over their data and privacy.

Simplified User Experience: OAuth simplifies the user experience by allowing users to sign in to third-party applications with their existing social media or email accounts, eliminating the need to create a new account for each service.

Scalability: OAuth is designed to handle a large number of users and applications, making it a scalable solution for user authentication and authorization.

Standardization: OAuth is an open standard, which means it can be implemented across different platforms and applications, allowing for interoperability between different systems.

Reduced Development Time: OAuth provides developers with pre-built authentication and authorization functionality, reducing the time and effort required to implement these features in their applications.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Oauth,3 min,Knowledge,Medium,How does OAuth differ from traditional authentication systems?,"OAuth differs from traditional authentication systems in several ways:

User Permission: With traditional authentication systems, the user provides their login credentials (username and password) directly to the third-party application. With OAuth, the user grants permission to the third-party application to access their data without sharing their login credentials.

Token-based: OAuth uses access tokens to authorize access to resources, whereas traditional authentication systems typically use session cookies or other forms of authentication tokens.

Revocable: OAuth access tokens are revocable, which means that the user can revoke access to their data at any time, even after granting permission to the third-party application. Traditional authentication systems typically do not offer this level of control to the user.

Third-party Authentication: With traditional authentication systems, the user typically authenticates directly with the application they are accessing. With OAuth, the user authenticates with the authorization server, which verifies the user's identity and issues an access token to the third-party application.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,Make time limit to 3 min ,Yes
Node,Node Intermediate,Oauth,1 min,Knowledge,Medium,What is the role of access tokens in OAuth?,"Access tokens play a crucial role in OAuth. They are used to authorize access to protected resources, such as a user's data or resources on a web server.

When a user grants permission to a third-party application to access their data, the authorization server issues an access token to the application. The access token is a unique identifier that represents the user's permission to access the requested resources.

The third-party application then sends the access token with each request to the resource server, which verifies the token to ensure that the application has the necessary permission to access the requested resource. If the access token is valid, the resource server grants access to the requested resource.

Access tokens are typically short-lived and can expire after a certain period of time. This helps to prevent unauthorized access to protected resources if an access token is stolen or compromised.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Oauth,3 min,Knowledge,High,What are the benefits of using JWTs (JSON Web Tokens) with OAuth?,"JSON Web Tokens (JWTs) can provide several benefits when used with OAuth:

Stateless: JWTs are stateless, which means that the server doesn't need to store session information or maintain a database to keep track of which users are authenticated. This can simplify the implementation of the OAuth system and reduce server load.

Secure: JWTs use digital signatures to ensure the integrity of the token and protect against tampering. This makes them more secure than traditional session-based authentication methods, which can be vulnerable to session hijacking and other attacks.

Portable: JWTs can be used across different systems and platforms, making them ideal for building distributed systems and microservices.

Scalable: JWTs can be used to distribute authorization information across multiple servers, allowing for horizontal scaling and improved performance.

Versatile: JWTs can include arbitrary metadata, such as user information or other claims, which can be used by downstream systems to make authorization decisions.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,Make time limit to 3 min ,Yes
Node,Node Intermediate,setTimeout,3 min,Knowledge,Medium,What is event loop?,"The event loop is a core concept in JavaScript that allows for the execution of asynchronous code. It is a mechanism that allows JavaScript to handle multiple tasks simultaneously without blocking the main execution thread.

The event loop works by continuously checking the message queue for new events or tasks to execute. When an event or task is added to the queue, the event loop will process it in a first-in, first-out (FIFO) order. If an event or task is long-running or blocking, it can cause the event loop to become blocked and prevent other tasks from being processed until it is completed.

To prevent the event loop from becoming blocked, JavaScript uses asynchronous callbacks and promises. When an asynchronous operation is started, such as a network request or a setTimeout() function, it is added to the queue along with a callback function. The event loop will continue to process other tasks while waiting for the asynchronous operation to complete. Once the operation is finished, the callback function is added to the message queue, and the event loop will process it when it gets to the front of the queue.

Overall, the event loop is a critical component of JavaScript that allows for the efficient handling of asynchronous code and ensures that the application remains responsive and performant.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Mongo Aggregations,1 min,Knowledge,Low,What is Aggregation in mongo db?,"- In simple words - collecting something.
- **An aggregation pipeline consists of one or more stages that process documents:** **Each stage performs an operation on the input documents**. For example, a stage can filter documents, group documents, and calculate values. The documents that are output from a stage are passed to the next stage.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Knowledge,Low,What are regular expressions?,"Regular expressions are commonly used in text editors, programming languages, and other tools for searching, filtering, and replacing text. They are based on a formal language for describing patterns in text, which uses a combination of literal characters (such as letters and digits) and special characters (such as wildcards and quantifiers) to define the pattern to match.

For example, a simple regular expression might match all email addresses that have the format ""username@domain.com"". This regular expression could be written as:


^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Low,Write a regex pattern to match any sequence of characters that does not include the letter 'e'.,"/^[^e]*$/
Here, ^ indicates the beginning of the string, [^e] means any character except 'e', * means zero or more occurrences of the preceding character, and $ indicates the end of the string.

So, the pattern [^e]* matches any sequence of zero or more characters that does not include the letter 'e'. The ^ and $ anchors ensure that the entire string matches the pattern, not just a substring.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Low,Write a regex pattern to match any sequence of alphanumeric characters that starts with a capital letter.,"/^[A-Z][a-zA-Z0-9]*$/
This pattern matches any string that starts with a capital letter (denoted by [A-Z]) and is followed by zero or more alphanumeric characters (denoted by [a-zA-Z0-9]*). The ^ and $ symbols match the start and end of the string, respectively, ensuring that the entire string matches the pattern.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,Please provide the description in solution ,Yes
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Low,"Write a regex pattern to match any string that ends with the word ""end"".","/.*end$/
The dollar sign anchors the match to the end of the string.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Rejected,Please provide the description in solution ,Yes
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Low,"Write a regex pattern to match any string that starts with the word ""begin"" and ends with the word ""end"".","The regex pattern to match any string that starts with the word ""begin"" and ends with the word ""end"" is /^begin.*end$/. This pattern starts by anchoring the match to the beginning of the string with ^begin, matches any characters in between with .*, and then anchors the match to the end of the string with end$. The .* is a wildcard that matches any character zero or more times.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,Yes,Rejected,Please provide the description in solution ,Yes
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Medium,Write a regex pattern to match any sequence of characters that contains a valid date in the format YYYY-MM-DD.,"/\b\d{4}-(0[1-9]|1[0-2])-(0[1-9]|[12][0-9]|3[01])\b/
Here, \b matches a word boundary to ensure that the pattern does not match dates embedded within longer strings. The pattern \d{4} matches any four-digit number, which represents the year in the date. The pattern (0[1-9]|1[0-2]) matches the month, allowing for leading zeros in single-digit months. The pattern (0[1-9]|[12][0-9]|3[01]) matches the day, allowing for leading zeros in single-digit days and ensuring that the day is a valid number for the given month.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,Medium,Write a regex pattern to match any sequence of characters that contains at least one special character.,"/[\W_]/
Here, the square brackets [ ] denote a character class that matches any character within it. The \W meta-character matches any non-alphanumeric character, and the underscore _ is also included to match underscore characters. Therefore, [\W_] matches any non-alphanumeric character or underscore.

So, the pattern [\W_] matches any sequence of characters that contains at least one special character.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,High,Write a regex pattern to match any string that contains at least one word that starts with a vowel and ends with a consonant.,"/\b[aeiou][a-zA-Z]*[^aeiou\W_]\b/
Here, \b matches word boundaries. [aeiou] matches any vowel, followed by [a-zA-Z]* which matches zero or more letters of any case. Finally, [^aeiou\W_] matches any non-vowel and non-special character (i.e., a consonant).

So, the pattern \b[aeiou][a-zA-Z]*[^aeiou\W_]\b matches any word that starts with a vowel and ends with a consonant.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,High,Write a regex pattern to match any string that contains at least one word that is exactly 7 characters long.,"/\b\w{7}\b/
Here, \b matches word boundaries, and \w matches any word character (alphanumeric characters and underscore). {7} specifies that the preceding character (i.e., \w) must appear exactly 7 times.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,1 min,Implementation,High,Write a regex pattern to match any string that contains a valid email address with a domain name that starts with the letter 'm'.,"/\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[mM][A-Za-z]{2,}\b/
Here, \b matches word boundaries. [A-Za-z0-9._%+-]+ matches one or more characters that can appear in the local part of an email address (before the '@' symbol). @[A-Za-z0-9.-]+ matches the '@' symbol followed by one or more characters that can appear in the domain part of an email address (after the '@' symbol), including dots and hyphens. \.[mM] matches a dot followed by the letter 'm' (case-insensitive). Finally, [A-Za-z]{2,} matches two or more letters that make up the top-level domain.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,Regular Expressions,3 min,Implementation,High,"You have a string variable called inputString that contains a sentence. Write a JavaScript function called findWordWithA that takes inputString as a parameter and returns the first word in the sentence that contains the letter 'a'. If there are no words containing the letter 'a', the function should return null.

Use regex and the .match method to implement this function.","function findWordWithA(inputString) {
  const regex = /\b\w*a\w*\b/;
  const match = inputString.match(regex);
  return match ? match[0] : null;
}
In this solution, we use the regex pattern \b\w*a\w*\b to match any word that contains the letter 'a', regardless of its position in the word. The \b at the beginning and end of the pattern ensure that we only match whole words. We then use the .match method to find the first word in the input string that matches this pattern. Finally, we return the matched word, or null if there are no matches.",Yes,Yes,Yes,Yes,Huzaifa,Yes,,,,Approved,,
Node,Node Intermediate,setTimeout,1 min,Knowledge,Low,"Is the time specified in ""setTimeout"" a guaranteed exact time at which the callback function will run?","No, the time given in setTimeout is not guaranteed to be the exact time at which the callback function runs. The time specified in the setTimeout function is a minimum time that the browser should wait before executing the callback function. The actual time at which the callback function is executed may be slightly later due to factors such as other tasks that the browser is currently processing or system load.

The setTimeout function is part of the JavaScript Web API, which provides an asynchronous way to execute code in the future. When you call setTimeout, the browser schedules the execution of the callback function after the specified delay. However, the actual time at which the function runs is not guaranteed to be exactly the same as the time specified in the setTimeout call.

In general, the setTimeout function provides a reliable way to execute code after a specified delay, but it should not be relied upon for precise timing or real-time applications. If precise timing is required, other techniques such as the Web Audio API or the Web Workers API may be more appropriate.",Yes,Yes,Yes,Yes,Prakash,Yes,,,,Approved,,
